delivery_id,order_id,courier_id,distance_km,estimated_delivery_minutes,pickup_time,delivered_time,delivery_status,actual_delivery_minutes
DEL-001123,ORD-001123,CUR-0011,4.8,59,2025-09-17 18:06:00,2025-09-17 19:07:00,delivered,61.0
DEL-001124,ORD-001124,CUR-0120,7.3,61,2024-12-03 19:47:00,2024-12-03 20:50:00,delivered,63.0
DEL-001125,ORD-001125,CUR-0062,5.8,53,2025-12-25 16:25:00,2025-12-25 17:25:00,delivered,-3.0
DEL-001126,ORD-001126,CUR-0204,9.4,62,2024-11-25 14:27:00,2024-11-25 16:00:00,delivered,93.0
DEL-001127,ORD-001127,CUR-0199,0.8,24,2025-09-05 14:12:00,2025-09-05 15:16:00,delivered,64.0
DEL-001128,ORD-001128,CUR-0006,2.7,34,2025-12-18 17:35:00,2025-12-18 18:31:00,delivered,56.0
DEL-001129,ORD-001129,CUR-0182,7.6,61,2025-05-02 10:14:00,2025-05-02 11:14:00,delivered,60.0
DEL-001130,ORD-001130,CUR-0113,2.5,28,2024-06-26 15:53:00,2024-06-26 16:41:00,delivered,48.0
DEL-001131,ORD-001131,CUR-0130,5.3,52,2025-12-21 17:05:00,2025-12-21 17:54:00,delivered,49.0
DEL-001132,ORD-001132,CUR-0241,3.6,49,2025-08-11 22:22:00,2025-08-11 23:19:00,delivered,57.0
DEL-001133,ORD-001133,CUR-0028,2.9,41,2025-09-12 22:00:00,2025-09-12 22:39:00,delivered,39.0
DEL-001134,ORD-001134,CUR-0136,1.5,23,2025-11-18 16:56:00,2025-11-18 17:16:00,delivered,20.0
DEL-001135,ORD-001135,CUR-0249,7.7,62,2025-05-09 21:06:00,2025-05-09 22:07:00,delivered,61.0
DEL-001136,ORD-001136,CUR-0141,1.7,37,2025-08-02 15:31:00,2025-08-02 16:09:00,delivered,38.0
DEL-001137,ORD-001137,CUR-0185,5.3,55,2025-01-13 20:27:00,2025-01-13 21:39:00,delivered,72.0
DEL-001138,ORD-001138,CUR-0231,5.8,45,2025-01-30 09:23:00,2025-01-30 10:03:00,delivered,40.0
DEL-001139,ORD-001139,CUR-0148,8.6,72,2025-12-01 16:02:00,2025-12-01 17:21:00,delivered,79.0
DEL-001140,ORD-001140,CUR-0128,6.5,66,2025-12-27 14:22:00,2025-12-27 15:31:00,delivered,69.0
DEL-001141,ORD-001141,CUR-0205,2.3,28,2025-09-20 19:39:00,2025-09-20 20:28:00,delivered,49.0
DEL-001142,ORD-001142,CUR-0148,4.2,43,,,cancelled,
DEL-001143,ORD-001143,CUR-0139,4.0,40,2025-11-25 09:25:00,2025-11-25 10:20:00,delivered,55.0
DEL-001144,ORD-001144,CUR-0046,5.5,42,2025-09-12 12:13:00,2025-09-12 13:06:00,delivered,53.0
DEL-001145,ORD-001145,CUR-0175,5.2,48,2025-10-15 15:17:00,2025-10-15 16:02:00,delivered,45.0
DEL-001146,ORD-001146,CUR-0018,1.9,25,2025-12-22 21:04:00,2025-12-22 21:28:00,delivered,24.0
DEL-001147,ORD-001147,CUR-0228,4.1,56,2024-07-17 20:06:00,2024-07-17 21:39:00,delivered,93.0
DEL-001148,ORD-001148,CUR-0200,2.9,43,2025-11-29 18:49:00,2025-11-29 19:27:00,delivered,38.0
DEL-001149,ORD-001149,CUR-0044,1.4,31,2025-08-25 12:04:00,2025-08-25 12:34:00,delivered,30.0
DEL-001150,ORD-001150,CUR-0088,7.9,70,2024-09-22 23:44:00,2024-09-23 01:01:00,delivered,77.0
DEL-001151,ORD-001151,CUR-0037,3.1,38,2025-06-19 21:03:00,2025-06-19 21:43:00,delivered,40.0
DEL-001152,ORD-001152,CUR-0204,8.6,67,2025-11-25 10:02:00,2025-11-25 11:20:00,delivered,78.0
DEL-001153,ORD-001153,CUR-0125,1.3,33,2025-09-21 13:53:00,2025-09-21 14:48:00,delivered,55.0
DEL-001154,ORD-001154,CUR-0025,1.2,31,2025-04-09 09:44:00,2025-04-09 10:10:00,delivered,26.0
DEL-001155,ORD-001155,CUR-0156,3.8,40,,,cancelled,
DEL-001156,ORD-001156,CUR-0147,9.3,79,2025-02-20 13:24:00,2025-02-20 14:55:00,delivered,91.0
DEL-001157,ORD-001157,CUR-0033,1.7,28,2025-12-23 22:02:00,2025-12-23 22:30:00,delivered,28.0
DEL-001158,ORD-001158,CUR-0166,2.6,37,2025-07-05 22:32:00,2025-07-05 23:13:00,delivered,41.0
DEL-001159,ORD-001159,CUR-0088,8.2,76,2025-03-13 21:13:00,2025-03-13 22:25:00,delivered,72.0
DEL-001160,ORD-001160,CUR-0206,5.3,56,2025-05-17 19:31:00,2025-05-17 20:25:00,delivered,54.0
DEL-001161,ORD-001161,CUR-0120,5.9,57,2025-09-20 12:46:00,2025-09-20 13:50:00,delivered,64.0
DEL-001162,ORD-001162,CUR-0203,3.5,45,,,cancelled,
DEL-001163,ORD-001163,CUR-0099,9.2,65,2024-12-12 16:43:00,2024-12-12 17:45:00,delivered,62.0
DEL-001164,ORD-001164,CUR-0077,1.7,29,2025-12-26 20:50:00,2025-12-26 21:16:00,delivered,26.0
DEL-001165,ORD-001165,CUR-0182,6.4,65,2025-12-02 12:20:00,2025-12-02 13:26:00,delivered,66.0
DEL-001166,ORD-001166,CUR-0051,7.6,65,2025-10-03 23:33:00,2025-10-04 00:57:00,delivered,84.0
DEL-001167,ORD-001167,CUR-0155,6.2,64,2025-12-03 16:51:00,2025-12-03 17:52:00,delivered,61.0
DEL-001168,ORD-001168,CUR-0183,9.3,70,2025-09-19 17:22:00,2025-09-19 18:39:00,delivered,77.0
DEL-001169,ORD-001169,CUR-0166,8.2,74,,,cancelled,
DEL-001170,ORD-001170,CUR-0070,0.9,28,2024-04-07 19:36:00,2024-04-07 20:02:00,delivered,26.0
DEL-001171,ORD-001171,CUR-0108,8.9,63,2025-05-19 22:36:00,2025-05-19 23:47:00,delivered,71.0
DEL-001172,ORD-001172,CUR-0108,9.1,68,2025-09-28 21:11:00,2025-09-28 22:31:00,delivered,80.0
DEL-001173,ORD-001173,CUR-0104,6.8,63,2025-09-24 14:41:00,2025-09-24 15:59:00,delivered,78.0
DEL-001174,ORD-001174,CUR-0057,3.9,37,2025-08-27 18:17:00,2025-08-27 19:05:00,delivered,48.0
DEL-001175,ORD-001175,CUR-0162,4.2,39,2025-06-09 13:35:00,2025-06-09 14:22:00,delivered,47.0
DEL-001176,ORD-001176,CUR-0182,9.3,68,2024-02-23 14:09:00,2024-02-23 15:57:00,delivered,108.0
DEL-001177,ORD-001177,CUR-0067,1.5,36,2025-05-26 23:56:00,2025-05-27 00:28:00,delivered,32.0
DEL-001178,ORD-001178,CUR-0069,4.9,48,2025-09-05 21:50:00,2025-09-05 22:41:00,delivered,51.0
DEL-001179,ORD-001179,CUR-0070,1.6,31,2025-11-22 11:27:00,2025-11-22 12:04:00,delivered,37.0
DEL-001180,ORD-001180,CUR-0204,4.5,47,2025-09-27 18:22:00,2025-09-27 19:17:00,delivered,55.0
DEL-001181,ORD-001181,CUR-0202,9.2,78,2025-11-22 21:15:00,2025-11-22 22:35:00,delivered,80.0
DEL-001182,ORD-001182,CUR-0043,4.8,46,2024-12-02 18:29:00,2024-12-02 19:30:00,delivered,61.0
DEL-001183,ORD-001183,CUR-0084,4.4,47,2025-12-09 16:48:00,2025-12-09 17:36:00,delivered,48.0
DEL-001184,ORD-001184,CUR-0249,0.6,27,,,delivered,33.0
DEL-001185,ORD-001185,CUR-0166,6.2,59,2025-06-05 13:36:00,2025-06-05 15:11:00,delivered,95.0
DEL-001186,ORD-001186,CUR-0084,3.3,38,2025-09-27 16:22:00,2025-09-27 17:06:00,delivered,44.0
DEL-001187,ORD-001187,CUR-0103,3.4,36,2025-11-28 11:30:00,2025-11-28 12:02:00,delivered,32.0
DEL-001188,ORD-001188,CUR-0244,6.1,57,2024-10-06 10:15:00,2024-10-06 11:14:00,delivered,59.0
DEL-001189,ORD-001189,CUR-0060,3.8,46,2025-11-20 16:39:00,2025-11-20 18:05:00,delivered,86.0
DEL-001190,ORD-001190,CUR-0200,6.7,63,2025-01-14 13:48:00,2025-01-14 14:57:00,delivered,69.0
DEL-001191,ORD-001191,CUR-0089,6.5,61,,,cancelled,
DEL-001192,ORD-001192,CUR-0212,2.1,41,2024-02-28 12:45:00,2024-02-28 13:24:00,delivered,39.0
DEL-001193,ORD-001193,CUR-0071,7.7,63,2025-09-28 20:46:00,2025-09-28 21:47:00,delivered,61.0
DEL-001194,ORD-001194,CUR-0046,3.6,36,2025-11-03 15:11:00,2025-11-03 15:55:00,delivered,44.0
DEL-001195,ORD-001195,CUR-0049,1.9,41,2025-04-15 12:13:00,2025-04-15 12:54:00,delivered,41.0
DEL-001196,ORD-001196,CUR-0235,6.9,59,2025-12-12 20:40:00,2025-12-12 21:59:00,delivered,79.0
DEL-001197,ORD-001197,CUR-0125,1.2,22,2024-12-05 22:50:00,2024-12-05 23:22:00,delivered,32.0
DEL-001198,ORD-001198,CUR-0206,6.9,68,2024-12-09 18:35:00,2024-12-09 19:38:00,delivered,63.0
DEL-001199,ORD-001199,CUR-0230,5.8,58,2025-07-25 20:24:00,2025-07-25 21:36:00,delivered,72.0
DEL-001200,ORD-001200,CUR-0159,6.3,64,2025-11-25 09:19:00,2025-11-25 10:51:00,delivered,92.0
DEL-001201,ORD-001201,CUR-0209,1.9,37,2025-10-16 12:57:00,2025-10-16 13:41:00,delivered,44.0
DEL-001202,ORD-001202,CUR-0211,0.8,34,2024-08-16 14:41:00,2024-08-16 14:31:00,delivered,51.0
DEL-001203,ORD-001203,CUR-0177,9.3,82,2024-12-05 22:06:00,2024-12-05 23:34:00,delivered,88.0
DEL-001204,ORD-001204,CUR-0158,3.3,42,,,cancelled,
DEL-001205,ORD-001205,CUR-0092,6.9,64,2025-12-28 18:35:00,2025-12-28 19:39:00,delivered,64.0
DEL-001206,ORD-001206,CUR-0246,5.0,49,2025-11-02 21:48:00,2025-11-02 22:34:00,delivered,-3.0
DEL-001207,ORD-001207,CUR-0111,5.1,52,2025-10-08 19:09:00,2025-10-08 20:36:00,delivered,87.0
DEL-001208,ORD-001208,CUR-0169,1.6,34,2025-08-09 14:03:00,2025-08-09 14:40:00,delivered,37.0
DEL-001209,ORD-001209,CUR-0118,3.8,46,2025-04-08 14:24:00,2025-04-08 15:05:00,delivered,41.0
DEL-001210,ORD-001210,CUR-0144,4.4,39,2025-09-11 14:28:00,2025-09-11 15:36:00,delivered,68.0
DEL-001211,ORD-001211,CUR-0079,6.4,63,2024-12-03 13:56:00,2024-12-03 14:55:00,delivered,59.0
DEL-001212,ORD-001212,CUR-0011,2.2,35,2025-12-03 09:59:00,2025-12-03 10:37:00,delivered,38.0
DEL-001213,ORD-001213,CUR-0188,7.2,46,2025-11-24 11:36:00,2025-11-24 12:23:00,delivered,47.0
DEL-001214,ORD-001214,CUR-0135,1.4,27,2024-04-23 15:09:00,2024-04-23 15:39:00,delivered,30.0
DEL-001215,ORD-001215,CUR-0101,5.0,44,2025-10-16 12:41:00,2025-10-16 14:03:00,delivered,82.0
DEL-001216,ORD-001216,CUR-0134,6.4,68,,,cancelled,
DEL-001217,ORD-001217,CUR-0176,1.5,43,2025-12-29 10:20:00,2025-12-29 11:39:00,delivered,79.0
DEL-001218,ORD-001218,CUR-0152,3.7,49,2025-10-27 12:22:00,2025-10-27 13:16:00,delivered,54.0
DEL-001219,ORD-001219,CUR-0046,3.9,52,2025-07-05 11:11:00,2025-07-05 12:28:00,delivered,77.0
DEL-001220,ORD-001220,CUR-0183,5.2,41,,,cancelled,
DEL-001221,ORD-001221,CUR-0075,4.9,45,2025-12-09 09:54:00,2025-12-09 10:47:00,delivered,53.0
DEL-001222,ORD-001222,CUR-0133,4.5,45,2025-12-21 16:14:00,2025-12-21 17:01:00,delivered,47.0
DEL-001223,ORD-001223,CUR-0013,2.5,30,,,cancelled,
DEL-001224,ORD-001224,CUR-0146,7.4,76,2025-12-12 17:31:00,2025-12-12 18:52:00,delivered,81.0
DEL-001225,ORD-001225,CUR-0119,3.8,42,2025-11-10 18:21:00,2025-11-10 19:04:00,delivered,43.0
DEL-001226,ORD-001226,CUR-0098,8.5,65,2025-12-08 13:35:00,2025-12-08 15:03:00,delivered,88.0
DEL-001227,ORD-001227,CUR-0229,5.2,53,2025-06-05 14:47:00,2025-06-05 15:42:00,delivered,55.0
DEL-001228,ORD-001228,CUR-0204,1.4,37,2025-11-09 17:04:00,2025-11-09 17:45:00,delivered,41.0
DEL-001229,ORD-001229,CUR-0064,3.8,45,,,cancelled,
DEL-001230,ORD-001230,CUR-0239,8.8,66,2025-06-11 22:11:00,2025-06-11 23:21:00,delivered,70.0
DEL-001231,ORD-001231,CUR-0203,1.8,27,2025-05-04 17:08:00,2025-05-04 17:42:00,delivered,34.0
DEL-001232,ORD-001232,CUR-0052,2.4,45,2025-11-10 21:16:00,2025-11-10 22:32:00,delivered,76.0
DEL-001233,ORD-001233,CUR-0215,1.4,40,2024-08-11 13:36:00,2024-08-11 14:13:00,delivered,37.0
DEL-001234,ORD-001234,CUR-0027,4.2,48,2025-08-08 12:17:00,2025-08-08 13:42:00,delivered,85.0
DEL-001235,ORD-001235,CUR-0169,1.8,25,2025-11-23 22:30:00,2025-11-23 22:50:00,delivered,20.0
DEL-001236,ORD-001236,CUR-0010,1.0,29,2025-03-28 17:33:00,2025-03-28 18:08:00,delivered,35.0
DEL-001237,ORD-001237,CUR-0134,6.5,57,2025-04-22 11:22:00,2025-04-22 12:17:00,delivered,55.0
DEL-001238,ORD-001238,CUR-0205,5.1,42,2025-09-28 14:41:00,2025-09-28 15:39:00,delivered,58.0
DEL-001239,ORD-001239,CUR-0008,7.6,59,2025-11-11 19:39:00,2025-11-11 20:33:00,delivered,54.0
DEL-001240,ORD-001240,CUR-0005,5.7,50,2025-12-18 12:13:00,2025-12-18 13:01:00,delivered,48.0
DEL-001241,ORD-001241,CUR-0081,4.9,47,2025-11-01 18:22:00,2025-11-01 19:10:00,delivered,48.0
DEL-001242,ORD-001242,CUR-0050,9.4,80,2025-11-13 17:11:00,2025-11-13 18:37:00,delivered,86.0
DEL-001243,ORD-001243,CUR-0162,3.7,44,2025-05-28 17:44:00,2025-05-28 18:28:00,delivered,44.0
DEL-001244,ORD-001244,CUR-0245,4.1,33,2025-05-03 13:55:00,2025-05-03 15:06:00,delivered,71.0
DEL-001245,ORD-001245,CUR-0048,3.1,43,2025-12-03 09:20:00,2025-12-03 09:59:00,delivered,39.0
DEL-001246,ORD-001246,CUR-0237,3.7,49,2024-12-07 12:51:00,2024-12-07 13:36:00,delivered,45.0
DEL-001247,ORD-001247,CUR-0104,5.1,52,2024-11-05 21:00:00,2024-11-05 22:15:00,delivered,75.0
DEL-001248,ORD-001248,CUR-0142,4.4,44,2025-07-08 20:46:00,2025-07-08 21:56:00,delivered,70.0
DEL-001249,ORD-001249,CUR-0205,3.1,42,2025-09-22 23:38:00,2025-09-23 00:21:00,delivered,43.0
DEL-001250,ORD-001250,CUR-0142,2.2,30,2025-07-10 23:30:00,2025-07-11 00:08:00,delivered,38.0
DEL-001251,ORD-001251,CUR-0067,7.8,60,2025-09-17 22:17:00,2025-09-17 23:52:00,delivered,95.0
DEL-001252,ORD-001252,CUR-0063,6.7,53,2025-12-09 13:09:00,2025-12-09 14:14:00,delivered,65.0
DEL-001253,ORD-001253,CUR-0019,8.3,64,2025-11-02 09:43:00,2025-11-02 11:27:00,delivered,104.0
DEL-001254,ORD-001254,CUR-0098,8.0,64,2025-10-19 15:53:00,2025-10-19 17:28:00,delivered,95.0
DEL-001255,ORD-001255,CUR-0147,6.2,54,2024-08-02 16:31:00,2024-08-02 17:30:00,delivered,59.0
DEL-001256,ORD-001256,CUR-0024,4.2,46,2025-09-08 23:34:00,2025-09-09 00:27:00,delivered,53.0
DEL-001257,ORD-001257,CUR-0188,8.4,69,2025-04-17 15:10:00,2025-04-17 16:16:00,delivered,66.0
DEL-001258,ORD-001258,CUR-0154,3.3,51,,,cancelled,
DEL-001259,ORD-001259,CUR-0055,1.8,36,2024-08-02 16:44:00,2024-08-02 17:27:00,delivered,43.0
DEL-001260,ORD-001260,CUR-0018,3.1,29,2025-05-15 09:47:00,2025-05-15 10:50:00,delivered,63.0
DEL-001261,ORD-001261,CUR-0243,5.1,52,2024-05-11 14:05:00,2024-05-11 15:07:00,delivered,62.0
DEL-001262,ORD-001262,CUR-0114,9.3,68,2025-11-05 22:32:00,2025-11-05 23:53:00,delivered,81.0
DEL-001263,ORD-001263,CUR-0001,8.4,56,2025-03-05 15:51:00,2025-03-05 16:48:00,delivered,57.0
DEL-001264,ORD-001264,CUR-0210,5.7,57,2025-12-08 17:34:00,2025-12-08 19:02:00,delivered,88.0
DEL-001265,ORD-001265,CUR-0091,5.0,42,2025-11-18 17:43:00,2025-11-18 18:32:00,delivered,49.0
DEL-001266,ORD-001266,CUR-0118,7.4,63,2024-05-22 11:31:00,2024-05-22 12:31:00,delivered,60.0
DEL-001267,ORD-001267,CUR-0057,3.5,48,2025-09-09 23:53:00,2025-09-10 00:36:00,delivered,43.0
DEL-001268,ORD-001268,CUR-0161,2.4,43,,,cancelled,
DEL-001269,ORD-001269,CUR-0059,5.7,52,2025-07-01 15:23:00,2025-07-01 16:21:00,delivered,58.0
DEL-001270,ORD-001270,CUR-0002,4.0,45,2024-12-02 18:42:00,2024-12-02 19:23:00,delivered,41.0
DEL-001271,ORD-001271,CUR-0060,8.0,53,2024-11-07 10:30:00,2024-11-07 11:23:00,delivered,53.0
DEL-001272,ORD-001272,CUR-0010,9.0,61,2025-07-20 11:13:00,2025-07-20 12:50:00,delivered,97.0
DEL-001273,ORD-001273,CUR-0083,1.2,35,2025-09-09 16:15:00,2025-09-09 16:47:00,delivered,32.0
DEL-001274,ORD-001274,CUR-0075,2.5,29,2025-09-13 17:44:00,2025-09-13 18:37:00,delivered,53.0
DEL-001275,ORD-001275,CUR-0163,9.1,73,2025-08-24 23:00:00,2025-08-25 00:18:00,delivered,78.0
DEL-001276,ORD-001276,CUR-0064,5.8,56,2025-04-10 09:32:00,2025-04-10 09:22:00,delivered,61.0
DEL-001277,ORD-001277,CUR-0193,4.1,34,2024-06-24 15:10:00,2024-06-24 15:39:00,delivered,29.0
DEL-001278,ORD-001278,CUR-0233,1.1,37,2025-02-04 11:25:00,2025-02-04 12:06:00,delivered,41.0
DEL-001279,ORD-001279,CUR-0239,3.3,39,2025-01-08 22:45:00,2025-01-08 23:20:00,delivered,35.0
DEL-001280,ORD-001280,CUR-0010,8.5,69,2025-02-07 11:32:00,2025-02-07 12:36:00,delivered,64.0
DEL-001281,ORD-001281,CUR-0242,3.0,28,2025-03-18 22:57:00,2025-03-18 23:37:00,delivered,40.0
DEL-001282,ORD-001282,CUR-0109,9.2,72,,,cancelled,
DEL-001283,ORD-001283,CUR-0145,4.5,47,2025-11-13 19:21:00,2025-11-13 20:13:00,delivered,52.0
DEL-001284,ORD-001284,CUR-0123,7.1,59,2025-12-27 20:56:00,2025-12-27 21:51:00,delivered,55.0
DEL-001285,ORD-001285,CUR-0225,7.5,62,2025-02-12 19:02:00,2025-02-12 19:59:00,delivered,57.0
DEL-001286,ORD-001286,CUR-0099,8.9,62,2024-12-02 23:56:00,2024-12-03 00:55:00,delivered,59.0
DEL-001287,ORD-001287,CUR-0158,6.1,56,2025-04-16 16:55:00,2025-04-16 18:24:00,delivered,89.0
DEL-001288,ORD-001288,CUR-0078,4.8,53,2024-04-03 13:52:00,2024-04-03 14:53:00,delivered,61.0
DEL-001289,ORD-001289,CUR-0203,7.4,55,2025-04-12 15:03:00,2025-04-12 15:56:00,delivered,53.0
DEL-001290,ORD-001290,CUR-0214,7.2,69,2024-10-31 15:52:00,2024-10-31 16:59:00,delivered,67.0
DEL-001291,ORD-001291,CUR-0067,6.1,65,2025-06-01 00:12:00,2025-06-01 01:13:00,delivered,61.0
DEL-001292,ORD-001292,CUR-0124,6.8,53,2025-09-24 20:47:00,2025-09-24 22:14:00,delivered,87.0
DEL-001293,ORD-001293,CUR-0144,8.8,69,,,delivered,90.0
DEL-001294,ORD-001294,CUR-0226,6.3,68,2025-09-29 13:41:00,2025-09-29 14:45:00,delivered,64.0
DEL-001295,ORD-001295,CUR-0143,7.0,56,2025-08-29 23:36:00,2025-08-30 00:36:00,delivered,60.0
DEL-001296,ORD-001296,CUR-0152,6.0,62,2024-10-25 20:10:00,2024-10-25 21:48:00,delivered,98.0
DEL-001297,ORD-001297,CUR-0084,5.3,52,2025-11-24 22:59:00,2025-11-24 23:56:00,delivered,57.0
DEL-001298,ORD-001298,CUR-0170,3.7,37,2025-12-08 14:37:00,2025-12-08 15:13:00,delivered,36.0
DEL-001299,ORD-001299,CUR-0248,1.7,30,2025-05-27 11:30:00,2025-05-27 12:04:00,delivered,34.0
DEL-001300,ORD-001300,CUR-0237,1.9,38,2025-09-08 13:11:00,2025-09-08 13:53:00,delivered,42.0
DEL-001301,ORD-001301,CUR-0210,2.1,29,2025-06-02 09:38:00,2025-06-02 10:14:00,delivered,36.0
DEL-001302,ORD-001302,CUR-0217,1.5,24,2025-10-16 20:57:00,2025-10-16 21:33:00,delivered,36.0
DEL-001303,ORD-001303,CUR-0132,5.8,52,2025-01-25 15:07:00,2025-01-25 16:04:00,delivered,57.0
DEL-001304,ORD-001304,CUR-0132,1.2,23,2025-01-27 17:09:00,2025-01-27 17:35:00,delivered,26.0
DEL-001305,ORD-001305,CUR-0147,1.8,32,2025-10-25 21:11:00,2025-10-25 21:51:00,delivered,40.0
DEL-001306,ORD-001306,CUR-0016,6.1,58,2025-11-17 20:47:00,2025-11-17 21:41:00,delivered,54.0
DEL-001307,ORD-001307,CUR-0243,2.9,40,2025-03-18 14:30:00,2025-03-18 15:12:00,delivered,42.0
DEL-001308,ORD-001308,CUR-0156,6.2,65,2025-12-31 16:21:00,2025-12-31 17:22:00,delivered,61.0
DEL-001309,ORD-001309,CUR-0006,1.7,30,2025-08-26 17:16:00,2025-08-26 18:00:00,delivered,44.0
DEL-001310,ORD-001310,CUR-0017,4.2,41,2025-07-13 10:23:00,2025-07-13 11:26:00,delivered,63.0
DEL-001311,ORD-001311,CUR-0030,6.2,58,2024-12-29 21:42:00,2024-12-29 22:47:00,delivered,65.0
DEL-001312,ORD-001312,CUR-0161,6.7,65,2024-08-25 23:19:00,2024-08-26 01:03:00,delivered,104.0
DEL-001313,ORD-001313,CUR-0063,6.0,48,2024-10-06 11:42:00,2024-10-06 13:06:00,delivered,84.0
DEL-001314,ORD-001314,CUR-0036,1.8,31,2025-12-14 18:08:00,2025-12-14 18:39:00,delivered,31.0
DEL-001315,ORD-001315,CUR-0234,7.6,67,2025-06-29 12:48:00,2025-06-29 13:57:00,delivered,69.0
DEL-001316,ORD-001316,CUR-0217,1.4,36,2025-10-12 21:48:00,2025-10-12 22:28:00,delivered,40.0
DEL-001317,ORD-001317,CUR-0107,6.1,60,2025-11-06 23:16:00,2025-11-07 00:20:00,delivered,64.0
DEL-001318,ORD-001318,CUR-0206,7.4,61,2024-11-11 16:15:00,2024-11-11 17:14:00,delivered,59.0
DEL-001319,ORD-001319,CUR-0224,8.8,81,2025-09-07 10:54:00,2025-09-07 12:11:00,delivered,77.0
DEL-001320,ORD-001320,CUR-0007,9.2,57,2024-09-12 15:09:00,2024-09-12 16:24:00,delivered,75.0
DEL-001321,ORD-001321,CUR-0082,5.9,45,2025-06-30 15:34:00,2025-06-30 16:39:00,delivered,65.0
DEL-001322,ORD-001322,CUR-0124,6.8,56,2025-12-22 19:07:00,2025-12-22 20:10:00,delivered,63.0
DEL-001323,ORD-001323,CUR-0148,5.3,41,,,cancelled,
DEL-001324,ORD-001324,CUR-0120,1.4,29,2025-11-11 11:58:00,2025-11-11 12:25:00,delivered,27.0
DEL-001325,ORD-001325,CUR-0056,2.0,41,2025-03-01 17:20:00,2025-03-01 17:56:00,delivered,36.0
DEL-001326,ORD-001326,CUR-0160,1.8,34,2025-12-30 21:15:00,2025-12-30 21:46:00,delivered,31.0
DEL-001327,ORD-001327,CUR-0147,3.4,47,2024-07-31 23:53:00,2024-08-01 00:47:00,delivered,54.0
DEL-001328,ORD-001328,CUR-0145,2.3,43,2025-03-14 10:27:00,2025-03-14 11:06:00,delivered,39.0
DEL-001329,ORD-001329,CUR-0017,9.2,63,2024-12-31 14:23:00,2024-12-31 15:22:00,delivered,59.0
DEL-001330,ORD-001330,CUR-0109,4.8,52,2025-10-31 14:08:00,2025-10-31 15:26:00,delivered,78.0
DEL-001331,ORD-001331,CUR-0027,1.8,39,,,delivered,35.0
DEL-001332,ORD-001332,CUR-0004,1.9,35,2025-12-28 19:17:00,2025-12-28 20:27:00,delivered,70.0
DEL-001333,ORD-001333,CUR-0180,5.4,52,2025-01-20 19:10:00,2025-01-20 19:00:00,delivered,55.0
DEL-001334,ORD-001334,CUR-0058,1.8,34,2025-09-05 16:22:00,2025-09-05 17:20:00,delivered,58.0
DEL-001335,ORD-001335,CUR-0228,9.2,71,,,cancelled,
DEL-001336,ORD-001336,CUR-0091,4.7,45,2025-10-08 20:39:00,2025-10-08 21:47:00,delivered,68.0
DEL-001337,ORD-001337,CUR-0002,7.4,62,2025-12-11 11:31:00,2025-12-11 12:47:00,delivered,76.0
DEL-001338,ORD-001338,CUR-0065,1.1,39,2025-12-28 20:58:00,2025-12-28 22:02:00,delivered,64.0
DEL-001339,ORD-001339,CUR-0111,8.0,60,2025-11-27 13:13:00,2025-11-27 14:19:00,delivered,66.0
DEL-001340,ORD-001340,CUR-0188,7.4,61,2025-12-22 10:40:00,2025-12-22 12:14:00,delivered,94.0
DEL-001341,ORD-001341,CUR-0227,3.4,44,2024-11-14 13:19:00,2024-11-14 14:24:00,delivered,65.0
DEL-001342,ORD-001342,CUR-0033,1.2,29,2025-04-26 22:04:00,2025-04-26 22:39:00,delivered,35.0
DEL-001343,ORD-001343,CUR-0116,1.7,27,2025-03-29 19:32:00,2025-03-29 19:54:00,delivered,22.0
DEL-001344,ORD-001344,CUR-0001,1.7,30,2024-09-06 18:24:00,2024-09-06 18:52:00,delivered,28.0
DEL-001345,ORD-001345,CUR-0071,6.8,62,2025-08-08 12:43:00,2025-08-08 13:50:00,delivered,67.0
DEL-001346,ORD-001346,CUR-0197,2.3,40,2025-01-19 12:58:00,2025-01-19 14:01:00,delivered,63.0
DEL-001347,ORD-001347,CUR-0032,5.7,47,2025-09-04 17:01:00,2025-09-04 17:46:00,delivered,45.0
DEL-001348,ORD-001348,CUR-0003,4.3,54,2024-12-31 22:47:00,2024-12-31 23:40:00,delivered,53.0
DEL-001349,ORD-001349,CUR-0233,2.7,29,,,cancelled,
DEL-001350,ORD-001350,CUR-0002,2.8,31,2025-12-26 18:55:00,2025-12-26 19:28:00,delivered,33.0
DEL-001351,ORD-001351,CUR-0085,0.8,32,2025-12-25 10:20:00,2025-12-25 10:48:00,delivered,28.0
DEL-001352,ORD-001352,CUR-0213,7.1,55,2025-11-11 13:01:00,2025-11-11 13:57:00,delivered,56.0
DEL-001353,ORD-001353,CUR-0082,6.7,51,2025-11-08 17:22:00,2025-11-08 18:23:00,delivered,61.0
DEL-001354,ORD-001354,CUR-0198,7.9,74,2025-09-11 15:13:00,2025-09-11 17:00:00,delivered,107.0
DEL-001355,ORD-001355,CUR-0063,2.3,43,2024-10-23 11:28:00,2024-10-23 12:17:00,delivered,49.0
DEL-001356,ORD-001356,CUR-0240,6.8,59,,,cancelled,
DEL-001357,ORD-001357,CUR-0090,0.9,31,2024-12-01 22:45:00,2024-12-01 23:14:00,delivered,29.0
DEL-001358,ORD-001358,CUR-0045,8.8,73,2025-08-11 10:58:00,2025-08-11 12:12:00,delivered,74.0
