payment_id,order_id,payment_method,payment_status,currency,food_amount,delivery_fee,total_amount
PAY-000916,ORD-000916,paypal,paid,EUR,57.22,3.99,61.21
PAY-000917,ORD-000917,google_pay,paid,EUR,14.01,1.49,15.5
PAY-000918,ORD-000918,paypal,paid,EUR,22.87,3.99,26.86
PAY-000919,ORD-000919,google_pay,paid,EUR,32.98,3.99,36.97
PAY-000920,ORD-000920,paypal,refunded,EUR,43.08,3.99,47.07
PAY-000921,ORD-000921,apple_pay,refunded,EUR,33.24,3.99,37.23
PAY-000922,ORD-000922,apple_pay,paid,EUR,39.48,3.99,43.47
PAY-000923,ORD-000923,google_pay,paid,EUR,46.21,3.99,50.2
PAY-000924,ORD-000924,apple_pay,paid,EUR,41.6,0.0,41.6
PAY-000925,ORD-000925,card,refunded,EUR,60.82,3.99,64.81
PAY-000926,ORD-000926,apple_pay,paid,EUR,60.06,3.99,64.05
PAY-000927,ORD-000927,apple_pay,paid,EUR,26.21,3.99,30.2
PAY-000928,ORD-000928,paypal,paid,EUR,53.0,0.0,53.0
PAY-000929,ORD-000929,google_pay,paid,EUR,51.17,3.99,55.16
PAY-000930,ORD-000930,paypal,paid,EUR,38.88,3.99,42.87
PAY-000931,ORD-000931,apple_pay,paid,EUR,38.48,0.0,38.48
PAY-000932,ORD-000932,paypal,paid,EUR,44.06,3.99,48.05
PAY-000933,ORD-000933,card,paid,EUR,41.58,3.99,45.57
PAY-000934,ORD-000934,google_pay,paid,EUR,39.22,3.99,43.21
PAY-000935,ORD-000935,google_pay,paid,EUR,14.74,1.49,16.23
PAY-000936,ORD-000936,paypal,paid,EUR,32.8,3.99,36.79
PAY-000937,ORD-000937,paypal,paid,EUR,58.44,3.99,62.43
PAY-000938,ORD-000938,card,paid,EUR,57.16,3.99,61.15
PAY-000939,ORD-000939,card,paid,EUR,45.4,3.99,49.39
PAY-000940,ORD-000940,card,paid,EUR,29.03,0.0,29.03
PAY-000941,ORD-000941,paypal,paid,EUR,31.51,3.99,35.5
PAY-000942,ORD-000942,google_pay,paid,EUR,26.31,3.99,30.3
PAY-000943,ORD-000943,apple_pay,paid,EUR,36.29,3.99,40.28
PAY-000944,ORD-000944,apple_pay,paid,EUR,50.0,3.99,53.99
PAY-000945,ORD-000945,card,refunded,EUR,49.35,0.0,49.35
PAY-000946,ORD-000946,apple_pay,paid,EUR,12.38,1.49,13.87
PAY-000947,ORD-000947,google_pay,paid,EUR,62.8,3.99,66.79
PAY-000948,ORD-000948,apple_pay,paid,EUR,31.02,0.0,31.02
PAY-000949,ORD-000949,google_pay,paid,EUR,69.22,0.0,69.22
PAY-000950,ORD-000950,paypal,paid,EUR,29.91,3.99,33.9
PAY-000951,ORD-000951,google_pay,paid,EUR,65.55,0.0,65.55
PAY-000952,ORD-000952,apple_pay,paid,EUR,37.91,3.99,41.9
PAY-000953,ORD-000953,card,paid,EUR,68.52,3.99,72.51
PAY-000954,ORD-000954,paypal,paid,EUR,36.4,3.99,40.39
PAY-000955,ORD-000955,paypal,paid,EUR,29.6,3.99,33.59
PAY-000956,ORD-000956,apple_pay,paid,EUR,39.84,0.0,39.84
PAY-000957,ORD-000957,google_pay,paid,EUR,66.03,3.99,70.02
PAY-000958,ORD-000958,paypal,paid,EUR,18.18,3.99,22.17
PAY-000959,ORD-000959,apple_pay,paid,EUR,21.7,0.0,21.7
PAY-000960,ORD-000960,apple_pay,paid,EUR,34.16,0.0,34.16
PAY-000961,ORD-000961,paypal,paid,EUR,14.73,3.99,18.72
PAY-000962,ORD-000962,paypal,paid,EUR,17.6,0.0,17.6
PAY-000963,ORD-000963,apple_pay,paid,EUR,60.44,0.0,60.44
PAY-000964,ORD-000964,card,paid,EUR,38.19,0.0,38.19
PAY-000965,ORD-000965,google_pay,paid,EUR,29.21,0.0,29.21
PAY-000966,ORD-000966,apple_pay,paid,EUR,35.74,0.0,35.74
PAY-000967,ORD-000967,google_pay,paid,EUR,49.54,3.99,53.53
PAY-000968,ORD-000968,apple_pay,paid,EUR,13.19,3.99,17.18
PAY-000969,ORD-000969,paypal,paid,EUR,43.0,0.0,43.0
PAY-000970,ORD-000970,apple_pay,paid,EUR,22.27,0.0,22.27
PAY-000971,ORD-000971,apple_pay,paid,EUR,24.01,0.0,24.01
PAY-000972,ORD-000972,google_pay,paid,EUR,31.68,3.99,35.67
PAY-000973,ORD-000973,paypal,paid,EUR,44.05,0.0,44.05
PAY-000974,ORD-000974,paypal,paid,EUR,39.57,3.99,43.56
PAY-000975,ORD-000975,paypal,paid,EUR,31.04,3.99,35.03
PAY-000976,ORD-000976,card,paid,EUR,60.56,3.99,64.55
PAY-000977,ORD-000977,paypal,paid,EUR,58.06,0.0,58.06
PAY-000978,ORD-000978,paypal,refunded,EUR,65.4,0.0,65.4
PAY-000979,ORD-000979,paypal,paid,EUR,54.72,0.0,54.72
PAY-000980,ORD-000980,paypal,paid,EUR,46.01,3.99,50.0
PAY-000981,ORD-000981,card,paid,EUR,13.21,3.99,17.2
PAY-000982,ORD-000982,google_pay,paid,EUR,51.51,3.99,55.5
PAY-000983,ORD-000983,apple_pay,paid,EUR,35.76,3.99,39.75
PAY-000984,ORD-000984,apple_pay,paid,EUR,62.92,3.99,66.91
PAY-000985,ORD-000985,google_pay,paid,EUR,56.28,3.99,60.27
PAY-000986,ORD-000986,google_pay,paid,EUR,40.5,3.99,44.49
PAY-000987,ORD-000987,google_pay,paid,EUR,59.69,3.99,63.68
PAY-000988,ORD-000988,card,paid,EUR,20.36,3.99,24.35
PAY-000989,ORD-000989,card,paid,EUR,36.37,3.99,40.36
PAY-000990,ORD-000990,google_pay,paid,EUR,68.49,3.99,72.48
PAY-000991,ORD-000991,apple_pay,paid,EUR,46.26,0.0,46.26
PAY-000992,ORD-000992,paypal,paid,EUR,59.9,0.0,59.9
PAY-000993,ORD-000993,google_pay,paid,EUR,32.42,3.99,36.41
PAY-000994,ORD-000994,card,paid,EUR,66.41,3.99,70.4
PAY-000995,ORD-000995,google_pay,paid,EUR,39.27,3.99,43.26
PAY-000996,ORD-000996,card,paid,EUR,50.56,3.99,54.55
PAY-000997,ORD-000997,google_pay,paid,EUR,29.26,0.0,29.26
PAY-000998,ORD-000998,card,paid,EUR,24.62,3.99,28.61
PAY-000999,ORD-000999,apple_pay,paid,EUR,29.75,3.99,33.74
PAY-001000,ORD-001000,card,paid,EUR,12.79,1.49,14.28
PAY-001001,ORD-001001,apple_pay,paid,EUR,44.14,0.0,44.14
PAY-001002,ORD-001002,apple_pay,paid,EUR,52.5,3.99,56.49
PAY-001003,ORD-001003,card,paid,EUR,48.71,3.99,52.7
PAY-001004,ORD-001004,google_pay,paid,EUR,60.48,0.0,60.48
PAY-001005,ORD-001005,google_pay,paid,EUR,25.9,3.99,29.89
PAY-001006,ORD-001006,paypal,refunded,EUR,12.95,1.49,14.44
PAY-001007,ORD-001007,google_pay,paid,EUR,16.8,0.0,16.8
PAY-001008,ORD-001008,apple_pay,paid,EUR,27.24,3.99,31.23
PAY-001009,ORD-001009,paypal,paid,EUR,30.19,3.99,34.18
PAY-001010,ORD-001010,apple_pay,paid,EUR,59.75,0.0,59.75
PAY-001011,ORD-001011,paypal,paid,EUR,60.84,3.99,64.83
PAY-001012,ORD-001012,card,paid,EUR,48.28,3.99,52.27
PAY-001013,ORD-001013,card,paid,EUR,42.69,3.99,46.68
PAY-001014,ORD-001014,apple_pay,paid,EUR,54.08,0.0,54.08
PAY-001015,ORD-001015,apple_pay,paid,EUR,36.08,0.0,36.08
PAY-001016,ORD-001016,card,paid,EUR,21.87,3.99,25.86
PAY-001017,ORD-001017,card,paid,EUR,42.51,0.0,42.51
PAY-001018,ORD-001018,apple_pay,paid,EUR,10.3,3.99,14.29
PAY-001019,ORD-001019,paypal,paid,EUR,48.05,0.0,48.05
PAY-001020,ORD-001020,card,paid,EUR,23.82,0.0,23.82
PAY-001021,ORD-001021,card,paid,EUR,59.72,3.99,63.71
PAY-001022,ORD-001022,paypal,refunded,EUR,63.11,3.99,67.1
PAY-001023,ORD-001023,apple_pay,paid,EUR,41.61,3.99,45.6
PAY-001024,ORD-001024,google_pay,paid,EUR,24.09,3.99,28.08
PAY-001025,ORD-001025,google_pay,paid,EUR,63.87,0.0,63.87
PAY-001026,ORD-001026,paypal,paid,EUR,56.03,3.99,60.02
PAY-001027,ORD-001027,apple_pay,paid,EUR,14.21,1.49,15.7
PAY-001028,ORD-001028,card,paid,EUR,11.26,3.99,15.25
PAY-001029,ORD-001029,google_pay,paid,EUR,8.49,1.49,9.98
PAY-001030,ORD-001030,card,paid,EUR,35.12,3.99,39.11
PAY-001031,ORD-001031,paypal,paid,EUR,24.65,3.99,28.64
PAY-001032,ORD-001032,apple_pay,paid,EUR,53.71,0.0,53.71
PAY-001033,ORD-001033,google_pay,paid,EUR,59.18,3.99,63.17
PAY-001034,ORD-001034,paypal,paid,EUR,45.12,0.0,45.12
PAY-001035,ORD-001035,card,paid,EUR,27.98,3.99,31.97
PAY-001036,ORD-001036,google_pay,paid,EUR,59.47,3.99,63.46
PAY-001037,ORD-001037,paypal,paid,EUR,24.79,0.0,24.79
PAY-001038,ORD-001038,apple_pay,paid,EUR,21.78,3.99,25.77
PAY-001039,ORD-001039,apple_pay,paid,EUR,43.25,3.99,47.24
PAY-001040,ORD-001040,google_pay,paid,EUR,58.12,3.99,62.11
PAY-001041,ORD-001041,card,paid,EUR,32.7,3.99,36.69
PAY-001042,ORD-001042,google_pay,paid,EUR,41.34,3.99,45.33
PAY-001043,ORD-001043,apple_pay,paid,EUR,25.52,3.99,29.51
PAY-001044,ORD-001044,paypal,paid,EUR,12.7,3.99,16.69
PAY-001045,ORD-001045,paypal,paid,EUR,12.99,1.49,14.48
PAY-001046,ORD-001046,google_pay,paid,EUR,25.47,0.0,25.47
PAY-001047,ORD-001047,paypal,paid,EUR,10.17,1.49,11.66
PAY-001048,ORD-001048,card,refunded,EUR,54.95,0.0,54.95
PAY-001049,ORD-001049,paypal,paid,EUR,51.78,3.99,55.77
PAY-001050,ORD-001050,paypal,paid,EUR,36.76,0.0,36.76
PAY-001051,ORD-001051,google_pay,paid,EUR,28.71,0.0,28.71
PAY-001052,ORD-001052,paypal,paid,EUR,24.76,3.99,28.75
PAY-001053,ORD-001053,card,paid,EUR,31.66,3.99,35.65
PAY-001054,ORD-001054,google_pay,paid,EUR,23.24,0.0,23.24
PAY-001055,ORD-001055,apple_pay,paid,EUR,11.58,3.99,15.57
PAY-001056,ORD-001056,google_pay,paid,EUR,37.1,0.0,37.1
PAY-001057,ORD-001057,apple_pay,paid,EUR,18.03,3.99,22.02
PAY-001058,ORD-001058,apple_pay,paid,EUR,38.84,0.0,38.84
PAY-001059,ORD-001059,google_pay,paid,EUR,64.81,0.0,64.81
PAY-001060,ORD-001060,card,paid,EUR,67.76,0.0,67.76
PAY-001061,ORD-001061,apple_pay,paid,EUR,43.26,3.99,47.25
PAY-001062,ORD-001062,apple_pay,paid,EUR,33.54,3.99,37.53
PAY-001063,ORD-001063,apple_pay,paid,EUR,31.27,3.99,35.26
PAY-001064,ORD-001064,apple_pay,paid,EUR,39.9,0.0,39.9
PAY-001065,ORD-001065,card,refunded,EUR,33.11,3.99,37.1
PAY-001066,ORD-001066,google_pay,paid,EUR,15.59,3.99,19.58
PAY-001067,ORD-001067,google_pay,paid,EUR,39.19,3.99,43.18
PAY-001068,ORD-001068,google_pay,paid,EUR,36.18,3.99,40.17
PAY-001069,ORD-001069,apple_pay,paid,EUR,40.66,3.99,44.65
PAY-001070,ORD-001070,paypal,refunded,EUR,22.31,3.99,26.3
PAY-001071,ORD-001071,google_pay,paid,EUR,27.03,3.99,31.02
PAY-001072,ORD-001072,paypal,paid,EUR,55.51,0.0,55.51
PAY-001073,ORD-001073,card,paid,EUR,46.02,3.99,50.01
PAY-001074,ORD-001074,google_pay,paid,EUR,22.07,3.99,26.06
PAY-001075,ORD-001075,paypal,paid,EUR,65.79,3.99,69.78
PAY-001076,ORD-001076,card,paid,EUR,15.81,3.99,19.8
PAY-001077,ORD-001077,google_pay,paid,EUR,23.37,3.99,27.36
PAY-001078,ORD-001078,apple_pay,paid,EUR,69.03,3.99,73.02
PAY-001079,ORD-001079,apple_pay,paid,EUR,52.73,0.0,52.73
PAY-001080,ORD-001080,paypal,paid,EUR,69.02,3.99,73.01
PAY-001081,ORD-001081,paypal,refunded,EUR,61.63,3.99,65.62
PAY-001082,ORD-001082,card,paid,EUR,35.86,3.99,39.85
PAY-001083,ORD-001083,google_pay,paid,EUR,49.82,3.99,53.81
PAY-001084,ORD-001084,card,paid,EUR,12.93,3.99,16.92
PAY-001085,ORD-001085,apple_pay,paid,EUR,42.09,3.99,46.08
PAY-001086,ORD-001086,card,paid,EUR,41.37,3.99,45.36
PAY-001087,ORD-001087,google_pay,paid,EUR,36.28,3.99,40.27
PAY-001088,ORD-001088,paypal,paid,EUR,56.54,0.0,56.54
PAY-001089,ORD-001089,google_pay,paid,EUR,10.44,3.99,14.43
PAY-001090,ORD-001090,apple_pay,paid,EUR,28.95,3.99,32.94
PAY-001091,ORD-001091,google_pay,paid,EUR,31.43,3.99,35.42
PAY-001092,ORD-001092,google_pay,paid,EUR,32.17,3.99,36.16
PAY-001093,ORD-001093,paypal,paid,EUR,54.45,3.99,58.44
PAY-001094,ORD-001094,card,paid,EUR,32.23,3.99,36.22
PAY-001095,ORD-001095,paypal,paid,EUR,20.95,3.99,24.94
PAY-001096,ORD-001096,paypal,paid,EUR,57.37,3.99,61.36
PAY-001097,ORD-001097,paypal,paid,EUR,62.84,3.99,66.83
PAY-001098,ORD-001098,apple_pay,paid,EUR,61.38,3.99,65.37
PAY-001099,ORD-001099,paypal,paid,EUR,68.02,3.99,72.01
PAY-001100,ORD-001100,paypal,paid,EUR,14.0,3.99,17.99
PAY-001101,ORD-001101,paypal,paid,EUR,38.51,3.99,42.5
PAY-001102,ORD-001102,apple_pay,paid,EUR,64.03,0.0,64.03
PAY-001103,ORD-001103,google_pay,paid,EUR,47.85,3.99,51.84
PAY-001104,ORD-001104,paypal,paid,EUR,42.89,3.99,46.88
PAY-001105,ORD-001105,card,paid,EUR,38.9,3.99,42.89
PAY-001106,ORD-001106,card,paid,EUR,64.76,3.99,68.75
PAY-001107,ORD-001107,paypal,paid,EUR,18.81,3.99,22.8
PAY-001108,ORD-001108,google_pay,refunded,EUR,28.78,0.0,28.78
PAY-001109,ORD-001109,paypal,paid,EUR,59.68,3.99,63.67
PAY-001110,ORD-001110,google_pay,paid,EUR,53.89,3.99,57.88
PAY-001111,ORD-001111,apple_pay,paid,EUR,51.92,0.0,51.92
PAY-001112,ORD-001112,card,refunded,EUR,45.02,0.0,45.02
PAY-001113,ORD-001113,paypal,paid,EUR,19.08,3.99,23.07
PAY-001114,ORD-001114,paypal,paid,EUR,44.56,0.0,44.56
PAY-001115,ORD-001115,card,refunded,EUR,46.38,3.99,50.37
PAY-001116,ORD-001116,paypal,paid,EUR,12.21,3.99,16.2
PAY-001117,ORD-001117,apple_pay,paid,EUR,35.52,3.99,39.51
PAY-001118,ORD-001118,google_pay,paid,EUR,27.91,3.99,31.9
PAY-001119,ORD-001119,card,paid,EUR,62.7,0.0,62.7
PAY-001120,ORD-001120,apple_pay,paid,EUR,49.05,3.99,53.04
PAY-001121,ORD-001121,google_pay,paid,EUR,11.06,3.99,15.05
PAY-001122,ORD-001122,card,paid,EUR,51.77,0.0,51.77
PAY-001123,ORD-001123,card,paid,EUR,65.36,3.99,69.35
PAY-001124,ORD-001124,paypal,paid,EUR,68.88,3.99,72.87
PAY-001125,ORD-001125,paypal,paid,EUR,41.39,3.99,45.38
PAY-001126,ORD-001126,google_pay,paid,EUR,62.13,3.99,66.12
PAY-001127,ORD-001127,apple_pay,paid,EUR,43.95,3.99,47.94
PAY-001128,ORD-001128,paypal,paid,EUR,46.64,3.99,50.63
PAY-001129,ORD-001129,paypal,paid,EUR,55.94,0.0,55.94
PAY-001130,ORD-001130,card,paid,EUR,13.43,3.99,17.42
PAY-001131,ORD-001131,paypal,paid,EUR,50.64,3.99,54.63
PAY-001132,ORD-001132,paypal,paid,EUR,66.26,3.99,70.25
PAY-001133,ORD-001133,google_pay,paid,EUR,59.5,0.0,59.5
PAY-001134,ORD-001134,paypal,paid,EUR,54.47,3.99,58.46
PAY-001135,ORD-001135,google_pay,paid,EUR,66.55,3.99,70.54
PAY-001136,ORD-001136,card,paid,EUR,12.35,1.49,13.84
PAY-001137,ORD-001137,google_pay,paid,EUR,25.6,3.99,29.59
PAY-001138,ORD-001138,apple_pay,paid,EUR,12.75,3.99,16.74
PAY-001139,ORD-001139,google_pay,paid,EUR,62.88,0.0,62.88
PAY-001140,ORD-001140,apple_pay,paid,EUR,13.41,3.99,17.4
PAY-001141,ORD-001141,card,paid,EUR,41.23,0.0,41.23
PAY-001142,ORD-001142,card,refunded,EUR,48.0,3.99,51.99
PAY-001143,ORD-001143,apple_pay,paid,EUR,32.68,3.99,36.67
PAY-001144,ORD-001144,paypal,paid,EUR,49.01,3.99,53.0
PAY-001145,ORD-001145,paypal,paid,EUR,57.52,3.99,61.51
PAY-001146,ORD-001146,paypal,paid,EUR,18.18,0.0,18.18
PAY-001147,ORD-001147,google_pay,paid,EUR,11.94,3.99,15.93
PAY-001148,ORD-001148,apple_pay,paid,EUR,54.08,3.99,58.07
PAY-001149,ORD-001149,paypal,paid,EUR,52.26,3.99,56.25
PAY-001150,ORD-001150,paypal,paid,EUR,47.94,3.99,51.93
PAY-001151,ORD-001151,card,paid,EUR,10.6,3.99,14.59
PAY-001152,ORD-001152,card,paid,EUR,69.73,3.99,73.72
PAY-001153,ORD-001153,google_pay,paid,EUR,64.95,3.99,68.94
PAY-001154,ORD-001154,paypal,paid,EUR,17.82,3.99,21.81
PAY-001155,ORD-001155,paypal,refunded,EUR,53.09,3.99,57.08
PAY-001156,ORD-001156,google_pay,paid,EUR,48.54,0.0,48.54
PAY-001157,ORD-001157,google_pay,paid,EUR,26.6,3.99,30.59
PAY-001158,ORD-001158,card,paid,EUR,40.17,3.99,44.16
PAY-001159,ORD-001159,apple_pay,paid,EUR,13.62,1.49,15.11
PAY-001160,ORD-001160,card,paid,EUR,24.58,3.99,28.57
PAY-001161,ORD-001161,paypal,paid,EUR,39.56,0.0,39.56
PAY-001162,ORD-001162,apple_pay,refunded,EUR,27.04,0.0,27.04
PAY-001163,ORD-001163,apple_pay,paid,EUR,23.52,3.99,27.51
PAY-001164,ORD-001164,apple_pay,paid,EUR,23.39,0.0,23.39
PAY-001165,ORD-001165,apple_pay,paid,EUR,16.6,3.99,20.59
PAY-001166,ORD-001166,google_pay,paid,EUR,13.71,3.99,17.7
PAY-001167,ORD-001167,apple_pay,paid,EUR,39.07,3.99,43.06
PAY-001168,ORD-001168,google_pay,paid,EUR,37.48,3.99,41.47
PAY-001169,ORD-001169,paypal,refunded,EUR,10.69,3.99,14.68
PAY-001170,ORD-001170,paypal,paid,EUR,44.19,3.99,48.18
PAY-001171,ORD-001171,card,paid,EUR,13.06,3.99,17.05
PAY-001172,ORD-001172,card,paid,EUR,31.2,3.99,35.19
PAY-001173,ORD-001173,card,paid,EUR,45.02,0.0,45.02
PAY-001174,ORD-001174,paypal,paid,EUR,8.66,1.49,10.15
PAY-001175,ORD-001175,google_pay,paid,EUR,53.81,0.0,53.81
PAY-001176,ORD-001176,paypal,paid,EUR,55.69,3.99,59.68
PAY-001177,ORD-001177,paypal,paid,EUR,65.58,3.99,69.57
PAY-001178,ORD-001178,card,paid,EUR,68.1,3.99,72.09
PAY-001179,ORD-001179,paypal,paid,EUR,9.75,3.99,13.74
PAY-001180,ORD-001180,apple_pay,paid,EUR,68.95,3.99,72.94
PAY-001181,ORD-001181,card,paid,EUR,16.95,0.0,16.95
PAY-001182,ORD-001182,google_pay,paid,EUR,27.97,0.0,27.97
PAY-001183,ORD-001183,card,paid,EUR,20.61,3.99,24.6
PAY-001184,ORD-001184,paypal,paid,EUR,64.85,0.0,64.85
PAY-001185,ORD-001185,apple_pay,paid,EUR,34.28,3.99,38.27
PAY-001186,ORD-001186,card,paid,EUR,25.46,0.0,25.46
PAY-001187,ORD-001187,google_pay,paid,EUR,66.64,3.99,70.63
PAY-001188,ORD-001188,google_pay,paid,EUR,57.18,3.99,61.17
PAY-001189,ORD-001189,google_pay,paid,EUR,56.83,3.99,60.82
PAY-001190,ORD-001190,google_pay,paid,EUR,13.42,3.99,17.41
PAY-001191,ORD-001191,google_pay,refunded,EUR,65.43,0.0,65.43
PAY-001192,ORD-001192,google_pay,paid,EUR,51.52,0.0,51.52
PAY-001193,ORD-001193,card,paid,EUR,15.77,3.99,19.76
PAY-001194,ORD-001194,google_pay,paid,EUR,26.69,3.99,30.68
PAY-001195,ORD-001195,card,paid,EUR,30.75,3.99,34.74
PAY-001196,ORD-001196,card,paid,EUR,11.6,3.99,15.59
PAY-001197,ORD-001197,apple_pay,paid,EUR,50.69,3.99,54.68
PAY-001198,ORD-001198,card,paid,EUR,11.93,3.99,15.92
PAY-001199,ORD-001199,paypal,paid,EUR,40.68,3.99,44.67
PAY-001200,ORD-001200,paypal,paid,EUR,29.33,3.99,33.32
PAY-001201,ORD-001201,google_pay,paid,EUR,21.12,3.99,25.11
PAY-001202,ORD-001202,card,paid,EUR,29.36,3.99,33.35
PAY-001203,ORD-001203,paypal,paid,EUR,37.68,3.99,41.67
PAY-001204,ORD-001204,apple_pay,refunded,EUR,60.39,3.99,64.38
PAY-001205,ORD-001205,apple_pay,paid,EUR,63.56,0.0,63.56
PAY-001206,ORD-001206,card,paid,EUR,63.02,0.0,63.02
PAY-001207,ORD-001207,apple_pay,paid,EUR,69.08,0.0,69.08
PAY-001208,ORD-001208,google_pay,paid,EUR,45.75,3.99,49.74
PAY-001209,ORD-001209,apple_pay,paid,EUR,66.38,3.99,70.37
PAY-001210,ORD-001210,card,paid,EUR,25.01,3.99,29.0
PAY-001211,ORD-001211,card,paid,EUR,31.15,3.99,35.14
PAY-001212,ORD-001212,apple_pay,paid,EUR,39.37,0.0,39.37
PAY-001213,ORD-001213,card,paid,EUR,48.81,0.0,48.81
PAY-001214,ORD-001214,card,paid,EUR,37.43,0.0,37.43
PAY-001215,ORD-001215,paypal,paid,EUR,64.69,3.99,68.68
PAY-001216,ORD-001216,apple_pay,refunded,EUR,58.05,0.0,58.05
PAY-001217,ORD-001217,card,paid,EUR,37.72,0.0,37.72
PAY-001218,ORD-001218,google_pay,paid,EUR,63.16,3.99,67.15
PAY-001219,ORD-001219,google_pay,paid,EUR,42.65,0.0,42.65
PAY-001220,ORD-001220,paypal,refunded,EUR,28.55,3.99,32.54
PAY-001221,ORD-001221,paypal,paid,EUR,31.97,3.99,35.96
PAY-001222,ORD-001222,apple_pay,paid,EUR,18.26,3.99,22.25
PAY-001223,ORD-001223,paypal,refunded,EUR,26.32,3.99,30.31
PAY-001224,ORD-001224,paypal,paid,EUR,22.31,0.0,22.31
PAY-001225,ORD-001225,card,paid,EUR,27.94,0.0,27.94
PAY-001226,ORD-001226,card,paid,EUR,61.43,3.99,65.42
PAY-001227,ORD-001227,google_pay,paid,EUR,11.7,3.99,15.69
PAY-001228,ORD-001228,card,paid,EUR,54.39,3.99,58.38
PAY-001229,ORD-001229,paypal,refunded,EUR,9.74,1.49,11.23
PAY-001230,ORD-001230,apple_pay,paid,EUR,59.17,3.99,63.16
PAY-001231,ORD-001231,paypal,paid,EUR,41.65,3.99,45.64
PAY-001232,ORD-001232,card,paid,EUR,28.5,3.99,32.49
PAY-001233,ORD-001233,google_pay,paid,EUR,35.07,0.0,35.07
PAY-001234,ORD-001234,card,paid,EUR,27.23,3.99,31.22
PAY-001235,ORD-001235,apple_pay,paid,EUR,53.98,3.99,57.97
PAY-001236,ORD-001236,card,paid,EUR,37.35,3.99,41.34
PAY-001237,ORD-001237,paypal,paid,EUR,63.42,3.99,67.41
PAY-001238,ORD-001238,google_pay,paid,EUR,18.38,0.0,18.38
PAY-001239,ORD-001239,apple_pay,paid,EUR,60.88,3.99,64.87
PAY-001240,ORD-001240,card,paid,EUR,13.94,3.99,17.93
PAY-001241,ORD-001241,apple_pay,paid,EUR,27.32,0.0,27.32
PAY-001242,ORD-001242,paypal,paid,EUR,60.03,3.99,64.02
PAY-001243,ORD-001243,apple_pay,paid,EUR,58.14,3.99,62.13
PAY-001244,ORD-001244,card,paid,EUR,44.26,3.99,48.25
PAY-001245,ORD-001245,paypal,paid,EUR,52.34,0.0,52.34
PAY-001246,ORD-001246,apple_pay,paid,EUR,60.12,0.0,60.12
PAY-001247,ORD-001247,google_pay,paid,EUR,49.19,3.99,53.18
PAY-001248,ORD-001248,google_pay,paid,EUR,53.21,3.99,57.2
PAY-001249,ORD-001249,paypal,paid,EUR,46.82,3.99,50.81
PAY-001250,ORD-001250,paypal,paid,EUR,20.14,3.99,24.13
PAY-001251,ORD-001251,card,paid,EUR,11.5,1.49,12.99
PAY-001252,ORD-001252,card,paid,EUR,21.45,3.99,25.44
PAY-001253,ORD-001253,apple_pay,paid,EUR,49.32,3.99,53.31
PAY-001254,ORD-001254,card,paid,EUR,41.95,3.99,45.94
PAY-001255,ORD-001255,apple_pay,paid,EUR,39.05,3.99,43.04
PAY-001256,ORD-001256,apple_pay,paid,EUR,49.08,3.99,53.07
PAY-001257,ORD-001257,card,paid,EUR,22.64,3.99,26.63
PAY-001258,ORD-001258,google_pay,refunded,EUR,60.99,3.99,64.98
PAY-001259,ORD-001259,paypal,paid,EUR,15.78,0.0,15.78
PAY-001260,ORD-001260,card,paid,EUR,30.36,0.0,30.36
PAY-001261,ORD-001261,apple_pay,paid,EUR,53.49,3.99,57.48
PAY-001262,ORD-001262,apple_pay,paid,EUR,45.96,3.99,49.95
PAY-001263,ORD-001263,google_pay,paid,EUR,55.96,3.99,59.95
PAY-001264,ORD-001264,paypal,paid,EUR,65.96,0.0,65.96
PAY-001265,ORD-001265,paypal,paid,EUR,21.25,0.0,21.25
PAY-001266,ORD-001266,paypal,paid,EUR,58.49,3.99,62.48
PAY-001267,ORD-001267,google_pay,paid,EUR,51.23,3.99,55.22
PAY-001268,ORD-001268,apple_pay,refunded,EUR,53.95,3.99,57.94
PAY-001269,ORD-001269,apple_pay,paid,EUR,28.85,0.0,28.85
PAY-001270,ORD-001270,card,paid,EUR,61.79,3.99,65.78
PAY-001271,ORD-001271,paypal,paid,EUR,61.04,3.99,65.03
PAY-001272,ORD-001272,card,paid,EUR,8.6,3.99,12.59
PAY-001273,ORD-001273,apple_pay,paid,EUR,31.2,3.99,35.19
PAY-001274,ORD-001274,paypal,paid,EUR,54.84,3.99,58.83
PAY-001275,ORD-001275,apple_pay,paid,EUR,35.89,0.0,35.89
PAY-001276,ORD-001276,paypal,paid,EUR,12.05,3.99,16.04
PAY-001277,ORD-001277,apple_pay,paid,EUR,67.25,3.99,71.24
PAY-001278,ORD-001278,card,paid,EUR,32.56,3.99,36.55
PAY-001279,ORD-001279,apple_pay,paid,EUR,41.86,0.0,41.86
PAY-001280,ORD-001280,card,paid,EUR,62.46,0.0,62.46
PAY-001281,ORD-001281,card,paid,EUR,23.81,3.99,27.8
PAY-001282,ORD-001282,card,refunded,EUR,47.02,3.99,51.01
PAY-001283,ORD-001283,apple_pay,paid,EUR,15.09,0.0,15.09
PAY-001284,ORD-001284,google_pay,paid,EUR,10.52,1.49,12.01
PAY-001285,ORD-001285,paypal,paid,EUR,44.56,3.99,48.55
PAY-001286,ORD-001286,card,paid,EUR,25.02,3.99,29.01
PAY-001287,ORD-001287,google_pay,paid,EUR,35.88,3.99,39.87
PAY-001288,ORD-001288,google_pay,paid,EUR,56.87,3.99,60.86
PAY-001289,ORD-001289,card,paid,EUR,47.14,0.0,47.14
