order_id,user_id,restaurant_id,order_datetime,order_status,refund_reason
ORD-000787,USR-0052,RES-0046,2024-12-31 15:22:00,delivered,
ORD-000788,USR-0474,RES-0051,2025-11-18 10:02:00,delivered,
ORD-000789,USR-0108,RES-0055,2025-08-29 10:58:00,delivered,
ORD-000790,USR-1219,RES-0070,2025-08-06 13:33:00,delivered,
ORD-000791,USR-0553,RES-0071,2025-12-07 18:11:00,delivered,
ORD-000792,USR-0372,RES-0062,2025-03-08 18:32:00,delivered,
ORD-000793,USR-0289,RES-0003,2025-10-19 09:55:00,delivered,
ORD-000794,USR-0411,RES-0061,2024-05-05 18:03:00,delivered,
ORD-000795,USR-1252,RES-0068,2025-12-25 22:24:00,delivered,
ORD-000796,USR-0117,RES-0001,2024-11-06 17:50:00,delivered,
ORD-000797,USR-0434,RES-0047,2025-05-23 17:51:00,delivered,
ORD-000798,USR-0451,RES-0062,2025-11-26 19:06:00,delivered,
ORD-000799,USR-1005,RES-0073,2025-11-28 14:40:00,delivered,
ORD-000800,USR-0953,RES-0024,2025-06-13 18:55:00,delivered,
ORD-000801,USR-1320,RES-0028,2024-11-14 22:35:00,delivered,
ORD-000802,USR-1520,RES-0024,2025-08-10 15:51:00,delivered,
ORD-000803,USR-0101,RES-0060,2025-11-02 15:25:00,delivered,
ORD-000804,USR-0245,RES-0017,2025-08-29 14:17:00,delivered,
ORD-000805,USR-0537,RES-0039,2025-06-27 16:27:00,delivered,
ORD-000806,USR-0480,RES-0065,2024-03-19 19:52:00,delivered,
ORD-000807,USR-0184,RES-0032,2025-12-29 17:31:00,delivered,
ORD-000808,USR-1476,RES-0060,2024-07-23 15:25:00,delivered,
ORD-000809,USR-0651,RES-0051,2025-10-13 14:34:00,delivered,
ORD-000810,USR-0660,RES-0081,2024-12-04 09:23:00,delivered,
ORD-000811,USR-1192,RES-0036,2025-12-12 23:33:00,delivered,
ORD-000812,USR-1501,RES-0068,2025-05-20 21:38:00,delivered,
ORD-000813,USR-0028,RES-0021,2025-12-28 18:54:00,delivered,
ORD-000814,USR-1265,RES-0005,2025-09-21 22:49:00,delivered,
ORD-000815,USR-0968,RES-0051,2025-08-02 20:40:00,delivered,
ORD-000816,USR-1574,RES-0021,2025-04-26 15:23:00,delivered,
ORD-000817,USR-0241,RES-0005,2024-06-03 20:43:00,delivered,
ORD-000818,USR-0751,RES-0075,2025-03-21 15:20:00,delivered,
ORD-000819,USR-0032,RES-0060,2025-08-24 10:24:00,delivered,
ORD-000820,USR-1528,RES-0080,2025-04-24 12:59:00,delivered,
ORD-000821,USR-0956,RES-0013,2024-09-19 19:38:00,delivered,
ORD-000822,USR-0054,RES-0078,2024-09-01 10:09:00,delivered,
ORD-000823,USR-0020,RES-0079,2024-09-08 21:52:00,delivered,
ORD-000824,USR-0503,RES-0075,2025-05-12 17:27:00,delivered,
ORD-000825,USR-0006,RES-0021,2025-10-22 13:41:00,delivered,
ORD-000826,USR-0013,RES-0051,2025-02-02 11:43:00,delivered,
ORD-000827,USR-0667,RES-0084,2025-11-29 20:39:00,delivered,
ORD-000828,USR-0401,RES-0022,2025-04-23 09:03:00,delivered,
ORD-000829,USR-1426,RES-0024,2025-09-30 11:38:00,delivered,
ORD-000830,USR-0972,RES-0034,2025-12-11 10:06:00,delivered,
ORD-000831,USR-0858,RES-0071,2025-02-20 23:23:00,delivered,
ORD-000832,USR-1462,RES-0031,2025-04-16 19:28:00,delivered,
ORD-000833,USR-1570,RES-0076,2024-03-03 11:50:00,delivered,
ORD-000834,USR-1330,RES-0005,2025-05-27 23:07:00,delivered,
ORD-000835,USR-0541,RES-0010,2025-11-26 19:55:00,delivered,
ORD-000836,USR-0489,RES-0031,2025-10-04 12:09:00,delivered,
ORD-000837,USR-0258,RES-0039,2025-06-18 21:05:00,delivered,
ORD-000838,USR-1186,RES-0076,2025-08-21 20:24:00,delivered,
ORD-000839,USR-1305,RES-0048,2025-08-18 16:05:00,delivered,
ORD-000840,USR-0405,RES-0049,2025-11-23 16:43:00,cancelled,damaged_food
ORD-000841,USR-0022,RES-0015,2025-02-22 13:55:00,delivered,
ORD-000842,USR-0745,RES-0046,2025-12-19 14:11:00,delivered,
ORD-000843,USR-0528,RES-0055,2025-12-17 15:01:00,delivered,
ORD-000844,USR-1278,RES-0027,2025-11-30 12:17:00,delivered,
ORD-000845,USR-0761,RES-0071,2025-10-11 17:53:00,delivered,
ORD-000846,USR-0586,RES-0025,2024-11-11 09:41:00,cancelled,late_delivery
ORD-000847,USR-1267,RES-0039,2025-11-09 21:03:00,delivered,
ORD-000848,USR-0872,RES-0052,2025-11-18 12:16:00,delivered,
ORD-000849,USR-1449,RES-0033,2025-12-15 14:44:00,delivered,
ORD-000850,USR-0490,RES-0058,2025-12-02 10:34:00,delivered,
ORD-000851,USR-0160,RES-0067,2025-12-31 15:50:00,delivered,
ORD-000852,USR-0494,RES-0085,2025-02-06 23:58:00,delivered,
ORD-000853,USR-1168,RES-0026,2025-01-15 17:16:00,delivered,
ORD-000854,USR-0072,RES-0008,2025-12-28 15:28:00,delivered,
ORD-000855,USR-0130,RES-0035,2025-03-25 19:20:00,delivered,
ORD-000856,USR-1035,RES-0068,2025-10-21 15:50:00,delivered,
ORD-000857,USR-1184,RES-0038,2025-11-23 13:11:00,cancelled,damaged_food
ORD-000858,USR-1572,RES-0081,2025-02-26 23:53:00,delivered,
ORD-000859,USR-0937,RES-0032,2025-03-08 23:58:00,delivered,
ORD-000860,USR-0386,RES-0071,2025-12-23 12:19:00,delivered,
ORD-000861,USR-1247,RES-0038,2025-12-05 15:50:00,delivered,
ORD-000862,USR-1114,RES-0014,2025-07-14 20:20:00,delivered,
ORD-000863,USR-0476,RES-0009,2025-12-16 17:10:00,delivered,
ORD-000864,USR-0260,RES-0081,2025-03-17 11:58:00,delivered,
ORD-000865,USR-1289,RES-0041,2025-05-15 13:17:00,delivered,
ORD-000866,USR-1087,RES-0068,2025-10-06 20:06:00,delivered,
ORD-000867,USR-0556,RES-0064,2025-01-24 17:15:00,delivered,
ORD-000868,USR-0856,RES-0074,2025-10-26 21:08:00,delivered,
ORD-000869,USR-1238,RES-0021,2025-12-03 15:50:00,cancelled,damaged_food
ORD-000870,USR-0104,RES-0018,2025-05-04 22:47:00,delivered,
ORD-000871,USR-1428,RES-0065,2024-06-26 19:37:00,delivered,
ORD-000872,USR-0566,RES-0083,2025-09-22 09:56:00,delivered,
ORD-000873,USR-1423,RES-0074,2025-11-09 10:06:00,delivered,
ORD-000874,USR-1144,RES-0053,2025-08-07 12:01:00,cancelled,wrong_items
ORD-000875,USR-0671,RES-0035,2025-09-27 10:26:00,delivered,
ORD-000876,USR-1082,RES-0046,2024-06-21 09:25:00,delivered,
ORD-000877,USR-0188,RES-0014,2025-10-16 11:28:00,delivered,
ORD-000878,USR-1199,RES-0038,2025-01-11 11:36:00,delivered,
ORD-000879,USR-0756,RES-0015,2025-06-22 15:49:00,delivered,
ORD-000880,USR-1028,RES-0038,2025-11-01 18:40:00,delivered,
ORD-000881,USR-1064,RES-0001,2025-11-01 16:23:00,delivered,
ORD-000882,USR-1072,RES-0056,2025-03-18 17:53:00,delivered,
ORD-000883,USR-0188,RES-0046,2025-10-19 22:12:00,delivered,
ORD-000884,USR-1520,RES-0067,2025-09-20 22:05:00,delivered,
ORD-000885,USR-1412,RES-0079,2025-12-14 22:44:00,delivered,
ORD-000886,USR-0264,RES-0005,2024-11-11 10:00:00,cancelled,wrong_items
ORD-000887,USR-1182,RES-0061,2025-09-24 16:58:00,delivered,
ORD-000888,USR-1400,RES-0009,2025-08-19 19:41:00,delivered,
ORD-000889,USR-0131,RES-0033,2025-01-27 13:42:00,delivered,
ORD-000890,USR-0281,RES-0038,2025-12-10 15:43:00,delivered,
ORD-000891,USR-1299,RES-0024,2025-11-25 15:32:00,delivered,
ORD-000892,USR-0720,RES-0018,2024-09-19 10:06:00,delivered,
ORD-000893,USR-1021,RES-0071,2025-12-05 13:11:00,delivered,
ORD-000894,USR-0073,RES-0062,2025-10-15 17:09:00,cancelled,late_delivery
ORD-000895,USR-1192,RES-0066,2025-11-28 22:46:00,delivered,
ORD-000896,USR-0422,RES-0078,2025-05-17 09:27:00,delivered,
ORD-000897,USR-1483,RES-0057,2025-07-26 09:37:00,delivered,
ORD-000898,USR-0817,RES-0058,2025-07-06 19:32:00,cancelled,damaged_food
ORD-000899,USR-0548,RES-0047,2025-12-20 10:15:00,delivered,
ORD-000900,USR-1083,RES-0030,2025-03-19 11:16:00,delivered,
ORD-000901,USR-1157,RES-0076,2025-11-28 13:22:00,delivered,
ORD-000902,USR-0463,RES-0069,2024-10-14 20:23:00,cancelled,customer_complaint
ORD-000903,USR-1003,RES-0052,2025-10-20 17:48:00,delivered,
ORD-000904,USR-1442,RES-0023,2025-10-19 21:15:00,delivered,
ORD-000905,USR-0048,RES-0009,2025-08-21 23:58:00,cancelled,wrong_items
ORD-000906,USR-1329,RES-0077,2025-03-30 17:28:00,delivered,
ORD-000907,USR-0455,RES-0005,2025-03-26 09:12:00,delivered,
ORD-000908,USR-1238,RES-0035,2025-09-05 11:37:00,delivered,
ORD-000909,USR-0017,RES-0055,2025-10-28 09:45:00,delivered,
ORD-000910,USR-0688,RES-0038,2025-12-23 18:20:00,delivered,
ORD-000911,USR-0859,RES-0049,2025-12-27 17:31:00,delivered,
ORD-000912,USR-0123,RES-0073,2025-12-09 11:14:00,delivered,
ORD-000913,USR-0598,RES-0081,2025-11-26 10:13:00,delivered,
ORD-000914,USR-1482,RES-0060,2025-12-04 15:37:00,delivered,
ORD-000915,USR-0192,RES-0082,2025-10-08 20:20:00,delivered,
ORD-000916,USR-1159,RES-0053,2025-11-10 18:13:00,delivered,
ORD-000917,USR-1561,RES-0004,2025-06-24 21:24:00,delivered,
ORD-000918,USR-0701,RES-0027,2025-08-14 12:28:00,delivered,
ORD-000919,USR-1279,RES-0039,2025-05-25 19:06:00,delivered,
ORD-000920,USR-0875,RES-0076,2025-04-02 16:05:00,cancelled,late_delivery
ORD-000921,USR-0981,RES-0061,2025-02-07 14:37:00,cancelled,late_delivery
ORD-000922,USR-0935,RES-0058,2025-12-23 17:24:00,delivered,
ORD-000923,USR-1264,RES-0067,2025-12-25 19:30:00,delivered,
ORD-000924,USR-0138,RES-0052,2025-12-26 21:04:00,delivered,
ORD-000925,USR-0157,RES-0034,2025-06-26 19:04:00,cancelled,customer_complaint
ORD-000926,USR-0449,RES-0005,2025-08-05 11:13:00,delivered,
ORD-000927,USR-0653,RES-0045,2025-10-21 13:20:00,delivered,
ORD-000928,USR-0579,RES-0009,2025-12-01 17:54:00,delivered,
ORD-000929,USR-0918,RES-0024,2025-09-28 15:28:00,delivered,
ORD-000930,USR-0964,RES-0004,2025-12-26 15:50:00,delivered,
ORD-000931,USR-0120,RES-0071,2024-06-15 15:49:00,delivered,
ORD-000932,USR-0797,RES-0058,2025-10-24 21:41:00,delivered,
ORD-000933,USR-0833,RES-0070,2025-10-07 21:56:00,delivered,
ORD-000934,USR-1447,RES-0011,2024-10-28 12:05:00,delivered,
ORD-000935,USR-0224,RES-0072,2025-01-02 19:06:00,delivered,
ORD-000936,USR-0968,RES-0075,2025-06-08 12:31:00,delivered,
ORD-000937,USR-0383,RES-0018,2025-02-01 16:17:00,delivered,
ORD-000938,USR-1459,RES-0009,2025-03-09 10:48:00,delivered,
ORD-000939,USR-0549,RES-0072,2025-12-11 12:48:00,delivered,
ORD-000940,USR-0805,RES-0053,2025-03-12 10:02:00,delivered,
ORD-000941,USR-0897,RES-0018,2025-04-19 19:14:00,delivered,
ORD-000942,USR-0667,RES-0036,2025-12-31 11:59:00,delivered,
ORD-000943,USR-1290,RES-0022,2025-10-06 19:33:00,delivered,
ORD-000944,USR-0522,RES-0035,2025-12-14 19:58:00,delivered,
ORD-000945,USR-1327,RES-0083,2025-12-11 10:48:00,cancelled,customer_complaint
ORD-000946,USR-1197,RES-0011,2024-09-11 17:27:00,delivered,
ORD-000947,USR-0794,RES-0024,2025-03-12 22:32:00,delivered,
ORD-000948,USR-1488,RES-0034,2025-11-28 18:44:00,delivered,
ORD-000949,USR-1282,RES-0036,2024-12-06 19:20:00,delivered,
ORD-000950,USR-0958,RES-0057,2025-06-08 15:16:00,delivered,
ORD-000951,USR-0561,RES-0041,2025-10-03 14:09:00,delivered,
ORD-000952,USR-0907,RES-0050,2025-04-18 11:50:00,delivered,
ORD-000953,USR-0478,RES-0062,2025-02-06 09:05:00,delivered,
ORD-000954,USR-0445,RES-0078,2025-12-22 13:20:00,delivered,
ORD-000955,USR-0767,RES-0017,2025-04-10 21:42:00,delivered,
ORD-000956,USR-0411,RES-0034,2024-09-28 14:58:00,delivered,
ORD-000957,USR-0783,RES-0050,2024-12-20 21:18:00,delivered,
ORD-000958,USR-1254,RES-0075,2025-09-10 13:55:00,delivered,
ORD-000959,USR-1033,RES-0046,2025-09-13 18:46:00,delivered,
ORD-000960,USR-1106,RES-0063,2025-06-08 09:46:00,delivered,
ORD-000961,USR-0822,RES-0055,2025-04-16 20:25:00,delivered,
ORD-000962,USR-0483,RES-0001,2025-09-08 20:31:00,delivered,
ORD-000963,USR-1102,RES-0044,2025-09-23 14:44:00,delivered,
ORD-000964,USR-0181,RES-0029,2025-12-07 19:25:00,delivered,
ORD-000965,USR-0707,RES-0030,2025-11-09 23:55:00,delivered,
ORD-000966,USR-0194,RES-0019,2025-12-24 18:33:00,delivered,
ORD-000967,USR-0230,RES-0038,2025-10-12 21:53:00,delivered,
ORD-000968,USR-1323,RES-0068,2025-12-18 19:51:00,delivered,
ORD-000969,USR-0107,RES-0070,2025-10-03 22:50:00,delivered,
ORD-000970,USR-1237,RES-0083,2025-12-14 19:58:00,delivered,
ORD-000971,USR-1212,RES-0077,2025-06-29 11:29:00,delivered,
ORD-000972,USR-0869,RES-0005,2025-10-17 18:58:00,delivered,
ORD-000973,USR-0022,RES-0041,2025-05-11 16:01:00,delivered,
ORD-000974,USR-0718,RES-0041,2025-08-22 12:12:00,delivered,
ORD-000975,USR-1546,RES-0061,2025-02-05 09:21:00,delivered,
ORD-000976,USR-0268,RES-0054,2025-10-07 22:45:00,delivered,
ORD-000977,USR-0070,RES-0061,2025-06-27 18:09:00,delivered,
ORD-000978,USR-0998,RES-0066,2025-09-02 20:35:00,cancelled,late_delivery
ORD-000979,USR-0266,RES-0058,2025-08-21 12:45:00,delivered,
ORD-000980,USR-1094,RES-0036,2025-09-18 23:43:00,delivered,
ORD-000981,USR-1061,RES-0025,2025-10-28 09:44:00,delivered,
ORD-000982,USR-0310,RES-0084,2025-10-04 16:34:00,delivered,
ORD-000983,USR-0641,RES-0076,2025-04-11 18:16:00,delivered,
ORD-000984,USR-0828,RES-0065,2025-04-29 10:31:00,delivered,
ORD-000985,USR-1253,RES-0063,2025-10-23 14:28:00,delivered,
ORD-000986,USR-1011,RES-0002,2025-12-11 16:13:00,delivered,
ORD-000987,USR-0643,RES-0078,2025-04-25 14:28:00,delivered,
ORD-000988,USR-1400,RES-0047,2025-08-24 13:28:00,delivered,
ORD-000989,USR-0916,RES-0079,2025-09-08 22:53:00,delivered,
ORD-000990,USR-0316,RES-0052,2025-12-20 22:10:00,delivered,
ORD-000991,USR-1207,RES-0008,2025-12-29 15:26:00,delivered,
ORD-000992,USR-0322,RES-0014,2025-11-20 19:47:00,delivered,
ORD-000993,USR-1057,RES-0024,2025-04-28 21:54:00,delivered,
ORD-000994,USR-0647,RES-0029,2024-07-31 13:44:00,delivered,
ORD-000995,USR-0878,RES-0039,2025-11-14 16:08:00,delivered,
ORD-000996,USR-0965,RES-0076,2025-06-18 14:24:00,delivered,
ORD-000997,USR-1573,RES-0006,2025-03-01 16:19:00,delivered,
ORD-000998,USR-0739,RES-0046,2025-12-03 18:48:00,delivered,
ORD-000999,USR-1124,RES-0017,2024-09-24 14:43:00,delivered,
ORD-001000,USR-1292,RES-0027,2025-05-30 09:51:00,delivered,
ORD-001001,USR-1189,RES-0055,2025-12-12 22:12:00,delivered,
ORD-001002,USR-0632,RES-0047,2025-07-29 12:31:00,delivered,
ORD-001003,USR-1274,RES-0026,2024-12-14 21:22:00,delivered,
ORD-001004,USR-0561,RES-0039,2025-10-12 21:41:00,delivered,
ORD-001005,USR-1180,RES-0039,2025-12-07 22:32:00,delivered,
ORD-001006,USR-0856,RES-0044,2025-12-15 20:54:00,cancelled,damaged_food
ORD-001007,USR-1197,RES-0039,2025-04-13 22:48:00,delivered,
ORD-001008,USR-0444,RES-0009,2025-08-07 17:03:00,delivered,
ORD-001009,USR-0587,RES-0059,2025-12-29 21:38:00,delivered,
ORD-001010,USR-0080,RES-0058,2025-05-09 17:35:00,delivered,
ORD-001011,USR-1468,RES-0069,2025-12-22 23:45:00,delivered,
ORD-001012,USR-0303,RES-0021,2025-11-29 17:58:00,delivered,
ORD-001013,USR-0104,RES-0029,2025-05-25 20:55:00,delivered,
ORD-001014,USR-1000,RES-0008,2025-12-28 20:29:00,delivered,
ORD-001015,USR-1504,RES-0017,2025-10-08 20:32:00,delivered,
ORD-001016,USR-0964,RES-0061,2025-12-30 21:23:00,delivered,
ORD-001017,USR-0192,RES-0002,2025-08-05 20:09:00,delivered,
ORD-001018,USR-0706,RES-0077,2025-11-24 21:10:00,delivered,
ORD-001019,USR-1146,RES-0017,2025-02-28 14:40:00,delivered,
ORD-001020,USR-0855,RES-0079,2025-08-17 13:44:00,delivered,
ORD-001021,USR-0913,RES-0081,2025-11-22 22:27:00,delivered,
ORD-001022,USR-1041,RES-0029,2025-11-09 17:39:00,cancelled,customer_complaint
ORD-001023,USR-0900,RES-0067,2025-12-26 10:36:00,delivered,
ORD-001024,USR-0747,RES-0015,2025-06-13 10:05:00,delivered,
ORD-001025,USR-0838,RES-0002,2025-12-25 23:56:00,delivered,
ORD-001026,USR-0413,RES-0035,2025-12-13 18:35:00,delivered,
ORD-001027,USR-1085,RES-0057,2025-10-18 11:57:00,delivered,
ORD-001028,USR-1073,RES-0041,2025-10-08 20:51:00,delivered,
ORD-001029,USR-0390,RES-0064,2025-06-16 13:26:00,delivered,
ORD-001030,USR-1346,RES-0023,2025-11-28 20:35:00,delivered,
ORD-001031,USR-0843,RES-0014,2024-11-17 23:22:00,delivered,
ORD-001032,USR-1356,RES-0067,2025-12-31 13:30:00,delivered,
ORD-001033,USR-1355,RES-0079,2025-11-05 19:49:00,delivered,
ORD-001034,USR-0447,RES-0066,2025-12-24 09:23:00,delivered,
ORD-001035,USR-0577,RES-0015,2025-09-25 19:28:00,delivered,
ORD-001036,USR-0172,RES-0013,2025-10-26 15:49:00,delivered,
ORD-001037,USR-0171,RES-0023,2024-11-04 10:02:00,delivered,
ORD-001038,USR-1267,RES-0057,2025-08-29 15:12:00,delivered,
ORD-001039,USR-1136,RES-0030,2025-03-12 21:08:00,delivered,
ORD-001040,USR-0721,RES-0081,2025-10-16 16:52:00,delivered,
ORD-001041,USR-0694,RES-0077,2024-12-14 21:40:00,delivered,
ORD-001042,USR-0591,RES-0008,2025-11-11 22:34:00,delivered,
ORD-001043,USR-1495,RES-0048,2024-09-21 12:53:00,delivered,
ORD-001044,USR-1179,RES-0046,2025-03-08 17:07:00,delivered,
ORD-001045,USR-1052,RES-0074,2025-07-07 09:45:00,delivered,
ORD-001046,USR-0524,RES-0023,2025-05-13 09:54:00,delivered,
ORD-001047,USR-0787,RES-0002,2024-05-07 16:19:00,delivered,
ORD-001048,USR-0774,RES-0083,2025-12-26 11:06:00,cancelled,wrong_items
ORD-001049,USR-0427,RES-0067,2024-12-24 13:18:00,delivered,
ORD-001050,USR-1352,RES-0048,2025-08-09 19:08:00,delivered,
ORD-001051,USR-0651,RES-0049,2025-06-16 20:15:00,delivered,
ORD-001052,USR-0304,RES-0049,2025-12-04 12:13:00,delivered,
ORD-001053,USR-1048,RES-0009,2025-12-21 20:40:00,delivered,
ORD-001054,USR-0192,RES-0062,2025-10-22 12:33:00,delivered,
ORD-001055,USR-0207,RES-0038,2025-12-20 22:46:00,delivered,
ORD-001056,USR-0480,RES-0083,2024-08-07 16:04:00,delivered,
ORD-001057,USR-0191,RES-0018,2025-06-22 15:37:00,delivered,
ORD-001058,USR-0808,RES-0021,2025-02-08 22:16:00,delivered,
ORD-001059,USR-0567,RES-0024,2025-10-13 15:28:00,delivered,
ORD-001060,USR-0286,RES-0071,2025-10-14 21:10:00,delivered,
ORD-001061,USR-0258,RES-0060,2025-07-28 17:02:00,delivered,
ORD-001062,USR-0444,RES-0079,2025-04-13 11:45:00,delivered,
ORD-001063,USR-0616,RES-0085,2025-06-25 10:44:00,delivered,
ORD-001064,USR-0097,RES-0066,2025-10-19 15:37:00,delivered,
ORD-001065,USR-1136,RES-0067,2025-07-26 14:58:00,cancelled,damaged_food
ORD-001066,USR-0104,RES-0031,2024-08-17 14:48:00,delivered,
ORD-001067,USR-0310,RES-0070,2025-04-07 10:02:00,delivered,
ORD-001068,USR-1396,RES-0010,2025-05-10 13:02:00,delivered,
ORD-001069,USR-0137,RES-0068,2025-04-22 14:01:00,delivered,
ORD-001070,USR-0788,RES-0047,2025-08-26 15:03:00,cancelled,customer_complaint
ORD-001071,USR-0836,RES-0066,2025-11-21 22:56:00,delivered,
ORD-001072,USR-1418,RES-0068,2025-05-15 09:07:00,delivered,
ORD-001073,USR-0935,RES-0050,2025-12-06 11:52:00,delivered,
ORD-001074,USR-0908,RES-0083,2025-12-22 18:10:00,delivered,
ORD-001075,USR-0586,RES-0041,2024-12-11 21:24:00,delivered,
ORD-001076,USR-1380,RES-0030,2025-09-12 11:48:00,delivered,
ORD-001077,USR-1281,RES-0052,2025-10-13 16:48:00,delivered,
ORD-001078,USR-1134,RES-0048,2025-07-30 09:24:00,delivered,
ORD-001079,USR-0519,RES-0085,2024-04-01 21:39:00,delivered,
ORD-001080,USR-0158,RES-0062,2025-02-23 15:14:00,delivered,
ORD-001081,USR-1043,RES-0058,2024-12-13 17:02:00,cancelled,damaged_food
ORD-001082,USR-0472,RES-0083,2024-10-11 19:05:00,delivered,
ORD-001083,USR-1032,RES-0019,2025-12-25 09:36:00,delivered,
ORD-001084,USR-0866,RES-0017,2025-12-25 13:35:00,delivered,
ORD-001085,USR-1320,RES-0063,2025-10-21 17:05:00,delivered,
ORD-001086,USR-1068,RES-0025,2025-12-29 12:46:00,delivered,
ORD-001087,USR-0756,RES-0015,2025-08-06 17:12:00,delivered,
ORD-001088,USR-1033,RES-0048,2025-05-29 23:01:00,delivered,
ORD-001089,USR-0576,RES-0039,2025-06-28 11:01:00,delivered,
ORD-001090,USR-0566,RES-0003,2025-11-03 10:30:00,delivered,
ORD-001091,USR-0818,RES-0070,2025-08-16 16:05:00,delivered,
ORD-001092,USR-0696,RES-0054,2025-09-13 14:25:00,delivered,
ORD-001093,USR-1171,RES-0037,2025-05-18 22:59:00,delivered,
ORD-001094,USR-1432,RES-0047,2025-03-23 11:26:00,delivered,
ORD-001095,USR-0023,RES-0004,2025-06-24 14:24:00,delivered,
ORD-001096,USR-0147,RES-0078,2025-10-02 16:52:00,delivered,
ORD-001097,USR-0272,RES-0077,2025-06-14 09:06:00,delivered,
ORD-001098,USR-0739,RES-0059,2025-12-16 19:25:00,delivered,
ORD-001099,USR-0717,RES-0030,2025-09-05 19:12:00,delivered,
ORD-001100,USR-0430,RES-0046,2025-12-31 09:19:00,delivered,
ORD-001101,USR-0279,RES-0039,2024-11-23 11:26:00,delivered,
ORD-001102,USR-1284,RES-0013,2024-09-21 15:52:00,delivered,
ORD-001103,USR-0795,RES-0003,2025-12-04 17:49:00,delivered,
ORD-001104,USR-1156,RES-0039,2025-08-23 12:31:00,delivered,
ORD-001105,USR-0088,RES-0027,2025-05-31 15:07:00,delivered,
ORD-001106,USR-0749,RES-0083,2024-11-21 16:35:00,delivered,
ORD-001107,USR-0803,RES-0068,2025-10-09 11:00:00,delivered,
ORD-001108,USR-0557,RES-0070,2025-08-02 19:51:00,cancelled,late_delivery
ORD-001109,USR-0526,RES-0052,2024-12-25 19:23:00,delivered,
ORD-001110,USR-0595,RES-0024,2025-06-26 09:04:00,delivered,
ORD-001111,USR-1296,RES-0045,2024-03-26 22:40:00,delivered,
ORD-001112,USR-0059,RES-0081,2025-08-23 18:28:00,cancelled,wrong_items
ORD-001113,USR-0417,RES-0012,2025-07-04 15:58:00,delivered,
ORD-001114,USR-0527,RES-0052,2025-09-12 09:00:00,delivered,
ORD-001115,USR-1508,RES-0076,2025-09-27 13:41:00,cancelled,late_delivery
ORD-001116,USR-0905,RES-0025,2025-04-18 20:09:00,delivered,
ORD-001117,USR-0464,RES-0056,2025-09-04 13:53:00,delivered,
ORD-001118,USR-0568,RES-0055,2024-12-25 22:40:00,delivered,
ORD-001119,USR-1008,RES-0017,2025-12-24 18:09:00,delivered,
ORD-001120,USR-0365,RES-0044,2025-06-30 18:04:00,delivered,
ORD-001121,USR-1325,RES-0029,2025-12-16 12:31:00,delivered,
ORD-001122,USR-0793,RES-0080,2025-12-28 14:38:00,delivered,
ORD-001123,USR-1142,RES-0064,2025-09-17 17:51:00,delivered,
ORD-001124,USR-0314,RES-0008,2024-12-03 19:37:00,delivered,
ORD-001125,USR-1149,RES-0027,2025-12-25 16:17:00,delivered,
ORD-001126,USR-0796,RES-0040,2024-11-25 14:13:00,delivered,
ORD-001127,USR-0817,RES-0067,2025-09-05 14:01:00,delivered,
ORD-001128,USR-0356,RES-0005,2025-12-18 17:24:00,delivered,
ORD-001129,USR-0893,RES-0053,2025-05-02 09:57:00,delivered,
ORD-001130,USR-1311,RES-0060,2024-06-26 15:35:00,delivered,
ORD-001131,USR-0520,RES-0007,2025-12-21 16:48:00,delivered,
ORD-001132,USR-0769,RES-0067,2025-08-11 22:14:00,delivered,
ORD-001133,USR-0196,RES-0027,2025-09-12 21:40:00,delivered,
ORD-001134,USR-1535,RES-0024,2025-11-18 16:43:00,delivered,
ORD-001135,USR-1044,RES-0024,2025-05-09 20:52:00,delivered,
ORD-001136,USR-0529,RES-0067,2025-08-02 15:15:00,delivered,
ORD-001137,USR-0272,RES-0031,2025-01-13 20:09:00,delivered,
ORD-001138,USR-0673,RES-0019,2025-01-30 09:14:00,delivered,
ORD-001139,USR-1160,RES-0038,2025-12-01 15:51:00,delivered,
ORD-001140,USR-0550,RES-0044,2025-12-27 14:12:00,delivered,
ORD-001141,USR-0834,RES-0056,2025-09-20 19:19:00,delivered,
ORD-001142,USR-0929,RES-0045,2024-08-14 12:31:00,cancelled,late_delivery
ORD-001143,USR-0833,RES-0079,2025-11-25 09:14:00,delivered,
ORD-001144,USR-1036,RES-0041,2025-09-12 12:00:00,delivered,
ORD-001145,USR-1326,RES-0055,2025-10-15 15:07:00,delivered,
ORD-001146,USR-0665,RES-0054,2025-12-22 20:51:00,delivered,
ORD-001147,USR-0859,RES-0022,2024-07-17 19:47:00,delivered,
ORD-001148,USR-1074,RES-0030,2025-11-29 18:36:00,delivered,
ORD-001149,USR-1125,RES-0010,2025-08-25 11:47:00,delivered,
ORD-001150,USR-1080,RES-0025,2024-09-22 23:36:00,delivered,
ORD-001151,USR-0341,RES-0009,2025-06-19 20:50:00,delivered,
ORD-001152,USR-0871,RES-0064,2025-11-25 09:44:00,delivered,
ORD-001153,USR-1333,RES-0005,2025-09-21 13:43:00,delivered,
ORD-001154,USR-0364,RES-0030,2025-04-09 09:27:00,delivered,
ORD-001155,USR-1301,RES-0029,2025-10-27 09:54:00,cancelled,damaged_food
ORD-001156,USR-0128,RES-0072,2025-02-20 13:07:00,delivered,
ORD-001157,USR-0801,RES-0059,2025-12-23 21:46:00,delivered,
ORD-001158,USR-0394,RES-0029,2025-07-05 22:24:00,delivered,
ORD-001159,USR-1155,RES-0077,2025-03-13 21:03:00,delivered,
